Group,Scientific name,Common name,IUCN Red List (2023) Category,IUCN Red List (2024) Category,Reason for change,Red List version
FLOWERING PLANTS,Stenostomum portoricense,Puerto Rico Quina,VU,EN,N,2024-2
FLOWERING PLANTS,Stenostomum radiatum,,VU,EN,N,2024-2
FLOWERING PLANTS,Stilpnophyllum grandifolium,,EN,NT,N,2024-2
FLOWERING PLANTS,Styrax tafelbergensis,,VU,LC,N,2024-2
FLOWERING PLANTS,Swartzia rediviva,,VU,CR,N,2024-1
FLOWERING PLANTS,Swintonia spicifera,Kerete,LR/lc,NT,N,2024-1
FLOWERING PLANTS,Symplocos peruviana,,VU,LC,N,2024-2
FLOWERING PLANTS,Synapsis ilicifolia,Chicharrón,EN,CR,G,2024-2
FLOWERING PLANTS,Syzygium amplifolium,,VU,LC,N,2024-2
FLOWERING PLANTS,Syzygium caryophyllatum,Cherujara,EN,VU,N,2024-1
FLOWERING PLANTS,Syzygium conglomeratum,,VU,LC,N,2024-1
FLOWERING PLANTS,Syzygium manii,,CR,DD,N,2024-1
FLOWERING PLANTS,Syzygium minus,,EN,DD,N,2024-2
FLOWERING PLANTS,Syzygium phaeophyllum,,CR,LC,N,2024-2
FLOWERING PLANTS,Syzygium seemannianum,Yasi Ni Wai,LR/lc,NT,N,2024-2
FLOWERING PLANTS,Syzygium stocksii,Poriyal,EN,VU,N,2024-1
FLOWERING PLANTS,Syzygium wolfii,,VU,LC,N,2024-2
FLOWERING PLANTS,Tabebuia arimaoensis,,VU,EN,N,2024-1
FLOWERING PLANTS,Tabebuia dubia,Roble negro,VU,LC,N,2024-2
FLOWERING PLANTS,Tabebuia elongata,,EN,CR,N,2024-1
FLOWERING PLANTS,Tabebuia jackiana,,VU,LC,N,2024-2
FLOWERING PLANTS,Tabebuia polymorpha,,VU,DD,N,2024-1
FLOWERING PLANTS,Tabernaemontana apoda,Huevo-de-gallo,CR,EN,N,2024-1
FLOWERING PLANTS,Tabernaemontana oppositifolia,Palo Lechoso,VU,NT,N,2024-2
FLOWERING PLANTS,Tabernaemontana polyneura,,LR/cd,LC,N,2024-1
FLOWERING PLANTS,Talisia bullata,,CR,LC,N,2024-1
FLOWERING PLANTS,Talisia setigera,Hobo de Monte,EN,LC,N,2024-1
FLOWERING PLANTS,Tapirira rubrinervis,,EN,LC,N,2024-2
FLOWERING PLANTS,Tapura orbicularis,,VU,CR,N,2024-2
FLOWERING PLANTS,Terminalia nitens,Anagep,VU,LC,N,2024-1
FLOWERING PLANTS,Terminalia pellucida,Aritongtong,VU,LC,N,2024-1
FLOWERING PLANTS,Ternstroemia wallichiana,,VU,LC,N,2024-1
FLOWERING PLANTS,Tetractomia majus,,LR/cd,EN,N,2024-1
FLOWERING PLANTS,Trichilia acuminata,Cimbra Potro,VU,LC,N,2024-2
FLOWERING PLANTS,Trichilia primogenita,,VU,EN,N,2024-2
FLOWERING PLANTS,Trichilia triacantha,Bariaco,CR,EN,N,2024-2
FLOWERING PLANTS,Trichilia ulei,,VU,EN,N,2024-1
FLOWERING PLANTS,Uvariodendron connivens,,LR/nt,LC,N,2024-1
FLOWERING PLANTS,Uvariodendron fuscum,,LR/nt,LC,N,2024-1
FLOWERING PLANTS,Vaccinium bissei,,VU,CR,N,2024-2
FLOWERING PLANTS,Vachellia daemon,Abrojo,EN,VU,N,2024-2
FLOWERING PLANTS,Vachellia zapatensis,,EN,EX,N,2024-2
FLOWERING PLANTS,Vadensea vogelii,,VU,LC,N,2024-1
FLOWERING PLANTS,Vasconcellea pulchra,,NT,VU,N,2024-2
FLOWERING PLANTS,Vateria copallifera,Hal,EN,NT,N,2024-1
FLOWERING PLANTS,Vatica affinis,Hal-mandora,CR,EN,N,2024-1
FLOWERING PLANTS,Vatica obscura,Tumpalai,EN,VU,N,2024-1
FLOWERING PLANTS,Virola surinamensis,Baboonwood,EN,LC,N,2024-1
FLOWERING PLANTS,Vitex yaundensis,,CR,EN,N,2024-1
FLOWERING PLANTS,Weinmannia spiraeoides,,EX,VU,N,2024-2
FLOWERING PLANTS,Weinmannia vitiensis,,VU,EN,N,2024-2
FLOWERING PLANTS,Wrightia lanceolata,,VU,LC,N,2024-1
FLOWERING PLANTS,Wrightia lecomtei,Prapach Chang Va,VU,EN,N,2024-1
FLOWERING PLANTS,Ximenia roigii,Almendro de costa,VU,CR,N,2024-2
FLOWERING PLANTS,Xylopia ekmanii,Yararey,VU,EN,N,2024-1
FLOWERING PLANTS,Xylopia pierrei,,VU,NT,N,2024-1
FLOWERING PLANTS,Zanthoxylum albuquerquei,,VU,CR,N,2024-1
FLOWERING PLANTS,Zanthoxylum integrifoliolum,Salai,DD,LC,N,2024-2
CYCADS,Encephalartos bubalinus,Lake Natron Cycad,NT,VU,N,2024-1
CYCADS,Encephalartos hildebrandtii,Mombasa Cycad,NT,LC,N,2024-1
CYCADS,Encephalartos kanga,Mnanasi Pori,CR,DD,N,2024-1
CYCADS,Encephalartos mackenziei,,NT,CR,N,2024-1
CYCADS,Encephalartos macrostrobilus,,EN,CR,N,2024-1
CYCADS,Encephalartos septentrionalis,Nile Cycad,NT,LC,N,2024-1
CONIFERS,Acmopyle pancheri,,NT,LC,N,2024-2
CONIFERS,Afrocarpus mannii,Pinheiro de São Tomé,VU,EN,N,2024-2
CONIFERS,Agathis montana,Mount Panié Kauri,CR,EN,N,2024-2
CONIFERS,Agathis ovata,Scrub Kauri,EN,VU,N,2024-2
CONIFERS,Araucaria bernieri,,VU,NT,N,2024-2
CONIFERS,Araucaria biramulata,,VU,NT,N,2024-2
CONIFERS,Araucaria humboldtensis,,EN,VU,N,2024-2
CONIFERS,Araucaria luxurians,Sapin de Noël,EN,VU,N,2024-2
CONIFERS,Araucaria schmidii,Mt Panie Kauri,VU,CR,G,2024-2
CONIFERS,Austrotaxus spicata,New Caledonia Yew,NT,LC,N,2024-2
CONIFERS,Libocedrus chevalieri,,CR,VU,N,2024-2
CONIFERS,Podocarpus decumbens,,CR,EN,N,2024-2
CONIFERS,Podocarpus gnidioides,,NT,LC,N,2024-2
CONIFERS,Podocarpus polyspermus,,EN,VU,N,2024-2
LICHENS,Ramalina confertula,Mountain Strap Lichen,EN,VU,N,2024-1
LICHENS,Ramalina erosa,Prime Strap Lichen,EN,VU,N,2024-1
LICHENS,Ramalina portosantana,Porto Santo Strap Lichen,CR,VU,N,2024-1
LICHENS,Ramalina timdaliana,Timdal's Strap Lichen,EN,VU,N,2024-1
